Temperature,EC,PH,Salinity,DO
26.6,0.36,8.4,0.23,9.7
27.9,0.26,8.2,0.17,8.4
27.8,0.21,8.5,0.14,8.1
26.8,0.27,8.81,0.17,8.9
26.2,0.23,8.2,0.15,8.4
28,0.39,8.65,0.25,8.1
28.1,0.26,8.2,0.17,8.2
26.5,0.28,8.2,0.18,8.2
26.9,0.43,8.2,0.28,8.1
27.7,0.21,8.5,0.13,8.2
27.4,0.31,8.3,0.2,8.9
28,0.31,8.4,0.2,8.2
27.4,0.26,8.6,0.17,8.5
27.2,0.35,8.58,0.22,8.9
26.8,0.24,4.4,0.15,8.3
28.3,0.4,8.3,0.26,8.2
26.4,0.25,8.6,0.16,9.5
27.8,0.26,8.6,0.16,8.1
26.4,0.4,8.2,0.26,10.2
26.7,0.41,8.4,0.26,9.7
28.1,0.36,8.3,0.23,8.3
26.1,0.23,8.2,0.15,8.5
28.5,0.41,8.2,0.26,8.1
27.5,0.32,8.54,0.21,8.6
26.7,0.22,8.72,0.14,9
27.7,0.2,8.1,0.13,8.6
26.3,0.35,8.1,0.22,10.3
26.5,0.2,8.5,0.13,9.4
25.3,0.33,8.7,0.21,9
26.2,0.33,8.4,0.21,8.4
28.2,0.45,8.2,0.29,8.5
27,0.49,8.28,0.32,9.7
26.5,0.4,8.44,0.26,8.2
26.8,0.38,8.36,0.24,9.6
26.7,0.41,8.36,0.26,8.1
28.2,0.3,8.3,0.19,8.1
26.7,0.3,8.2,0.19,9.7
25.1,1.49,7.5,0.95,6.1
28,0.35,8.5,0.22,8.2
6.8,0.27,8.1,0.17,10
7.1,0.25,8.3,0.16,9.8
26.4,0.28,8.2,0.18,8.3
26.4,0.29,8.1,0.18,8.4
28.1,0.4,8.4,0.25,8.3
28.1,0.35,8.1,0.22,8.5
27.3,0.25,8.4,0.16,8.8
25.1,0.44,8.2,0.28,9.9
25.2,1.49,7.26,0.95,3.5
26.6,0.43,8.39,0.28,8.2
27.5,0.26,8.62,0.16,8.4
25.2,1.49,7.2,0.95,1
25.4,1.49,2.6,0.95,7.6
26.7,0.24,8.6,0.16,9.2
27.3,0.29,8.3,0.19,9
27.2,0.34,8.4,0.22,9.1
28,0.39,8.5,0.25,8.3
26.6,0.34,8.2,0.22,8.2
26.6,0.29,8.2,0.18,8.1
27.2,0.45,8.11,0.29,9.6
28.4,0.44,8.4,0.28,8.1
26.2,0.44,8.3,0.28,8.7
26.5,0.24,8.2,0.15,8.1
25.9,0.49,8.2,0.31,9.2
26.5,0.44,8.2,0.28,8.5
27.3,0.32,8.46,0.2,8.9
26.7,0.34,8.2,0.22,8.1
27.4,0.39,8.4,0.25,9
26.2,1.49,7.2,0.95,4.8
27.9,0.28,8.18,0.18,8.5
26.3,0.27,8.56,0.17,9.7
27.4,0.28,8.48,0.18,8.7
26.7,0.19,8.7,0.12,9
27.5,1.49,7.9,0.95,8.4
26.6,1.49,7.8,0.95,4.2
26.8,0.24,8.6,0.15,9.1
27.6,0.44,8.5,0.28,8.8
26.7,1.49,7.7,0.95,4.5
28.2,0.24,8.2,0.15,8.1
26.5,0.33,8.38,0.21,8.1
25.6,0.5,8.22,0.32,9.5
27.5,0.29,8.3,0.18,8.8
27.2,1.49,7.6,0.95,5.4
27.5,0.23,8.7,0.15,8.3
21.2,1.49,8.2,0.95,11
27.8,0.33,8.6,0.21,8.3
27.8,0.23,8.3,0.15,8.4
26.5,0.34,8.3,0.22,8.2
25.2,0.48,8.8,0.31,11
28,0.23,8.2,0.15,8.3
28.4,0.4,8.34,0.26,8.1
27.9,1.49,8,0.95,8.8
26.8,0.28,4.18,0.18,8.4
27.8,0.24,8.32,0.15,8.4
26.4,0.37,8.46,0.24,8.2
25.5,0.49,8.4,0.32,9.4
28,0.38,8.7,0.24,8.1
25.3,0.24,8.7,0.16,8.8
26.1,0.28,8.7,0.18,9.8
6.9,0.27,8.36,0.17,9.8
27.3,0.44,8.32,0.28,9.3
25.9,0.24,8.3,0.16,8.6
25.9,0.28,8.6,0.18,10.1
28.7,1.49,7.5,0.95,5.2
25.5,0.33,8.6,0.21,10.6
26.8,0.28,8.1,0.18,9.7
28,0.23,8.4,0.14,8.1
26.5,0.44,8.2,0.28,8.5
26.2,0.19,8.2,0.12,8.3
28.2,0.39,8.32,0.25,8.3
26.3,0.25,8.64,0.16,9.6
27.1,0.4,8.24,0.25,9.5
27.7,0.17,8.08,0.11,8.6
25.4,0.3,8.31,0.19,9.2
26.7,0.22,8.9,0.14,8.9
28.9,1.49,7.6,0.95,5.6
26.8,0.32,8.8,0.21,9.1
28.1,0.24,8.34,0.15,8.1
26.3,0.16,8.88,0.1,9.2
28,0.22,8.1,0.14,8.4
27.7,0.32,8.6,0.21,8.4
26.2,0.35,8.3,0.22,8.5
27.9,0.29,8.13,0.18,8.6
25.7,0.2,8.2,0.13,8.8
27.1,0.42,8.4,0.27,9.4
25.9,0.49,8.38,0.31,9
25.9,0.19,8.28,0.12,8.5
29.5,1.49,7.48,0.95,4.6
28.3,0.42,8.3,0.27,8.3
27.8,0.32,8.5,0.2,8.4
27.8,0.32,8.6,0.2,8.3
27.5,0.34,8.34,0.22,8.9
29.8,1.49,7.94,0.95,5.7
28.2,0.41,8.3,0.26,8.4
26.7,0.4,8.3,0.26,8.1
27.6,0.26,8.2,0.17,8.8
27.8,0.46,8.6,0.3,8.6
26.7,0.26,8.5,0.17,9.4
26.3,0.45,8.2,0.29,8.7
28.1,0.42,8.3,0.27,8.5
26.2,0.3,8.3,0.19,8.4
26.8,0.26,8.4,0.17,9.4
27.4,0.42,8.7,0.27,8.8
27.3,0.27,8.71,0.17,8.6
27.7,0.15,8.46,0.09,8.2
27.8,0.23,8.43,0.15,8.3
26.5,0.39,8.38,0.25,8.2
25.9,0.21,8.42,0.13,8.4
27.8,0.31,8.1,0.2,8.8
26.7,0.26,8.8,0.17,9.1
27.8,0.46,8.3,0.29,8.9
28.1,0.41,8.5,0.26,8.3
27.7,0.41,8.5,0.26,8.7
26.6,0.36,8.32,0.23,8.1
26.9,0.43,8.14,0.28,9.9
27.9,0.33,8.34,0.21,8.5
30.9,1.49,7.1,0.95,1.5
27.4,0.36,8.2,0.23,9.2
27.7,0.41,8.6,0.26,8.6
25.9,0.3,8.2,0.19,8.8
28,0.41,8.1,0.26,8.8
28.4,0.35,8.28,0.22,8.1
26,0.18,8.26,0.12,8.4
27.8,0.18,8.24,0.11,8.4
30.5,1.49,7.85,0.95,1
28.1,0.38,8.34,0.24,8.4
27.2,0.16,8.4,0.1,8.8
25.4,0.21,8.82,0.14,8.5
26.1,0.25,8.3,0.16,8.4
26.1,0.4,8.5,0.26,8.5
28.4,0.46,8.41,0.29,8.2
28.5,0.45,8.4,0.29,8.1
28,0.25,8.4,0.16,8.2
26.2,0.25,8.2,0.16,8.4
27.7,0.31,8.52,0.2,8.5
26.4,0.21,8.92,0.14,9.2
26.1,0.27,8.34,0.17,10.2
28.7,0.45,8.2,0.29,8.1
27.5,0.3,8.7,0.19,8.5
26.3,0.35,8.58,0.22,8.1
27.3,0.2,8.4,0.13,8.8
28.2,0.26,8.23,0.17,8.2
27.9,0.3,8.69,0.19,8.1
26,0.2,8.29,0.13,8.4
26.4,0.22,6.8,0.14,5.8
32.4,1.49,7.6,0.95,1.5
26.8,0.43,8.76,0.27,9.4
27.6,0.35,8.2,0.23,6.4
27.6,0.5,8.6,0.32,8.9
28.3,0.45,8.4,0.29,8.3
27.8,0.25,8.6,0.16,8.2
26,0.26,6.6,0.17,2.8
26.3,0.31,8.2,0.2,8.4
27.2,0.47,8.45,0.3,9.4
26.5,0.46,8.3,0.29,8.4
33.3,1.49,7.5,0.95,3.5
27.6,0.49,8.6,0.32,8.9
27.3,0.5,8.4,0.32,9.4
27.6,0.25,8.7,0.16,8.3
25.1,0.36,8.5,0.23,9.4
33.5,1.49,7.7,0.95,4.6
27.4,0.34,8.5,0.22,8.9
27.2,0.23,8.67,0.15,8.7
27.9,0.26,8.42,0.16,8.3
26.8,0.4,8.09,0.26,8.2
27.8,0.29,8.2,0.19,8.7
26.2,0.44,8.3,0.28,10.5
27.5,0.34,8.6,0.22,8.7
26.4,0.3,8.19,0.19,8.3
26.2,0.18,8.14,0.11,8.3
28.4,0.45,8.21,0.29,8.4
25.6,0.32,8.52,0.2,8.8
26.5,0.31,8.3,0.2,8.1
25.3,0.19,8.6,0.12,10.6
26.7,0.36,8.2,0.23,8.1
27.8,0.39,8.6,0.25,8.5
27.7,0.19,8.2,0.12,8.6
25.2,0.6,8.34,0.38,8.5
25.2,0.84,8.14,0.54,8.7
28.5,0.46,8.44,0.29,8.1
25.7,0.21,8.2,0.13,8.8
25.8,0.18,8.44,0.12,8.4
26.7,0.29,8.4,0.18,9.6
25.7,0.06,8.3,0.04,8.4
27.9,0.29,8.4,0.18,8.4
26.1,0.37,8.51,0.23,8.4
26.6,0.24,8.7,0.15,9.3
26.9,0.23,8.69,0.15,9
25.3,1.5,7.64,0.96,6.1
28.1,0.33,8.5,0.21,8.2
27.8,0.38,8.6,0.25,8.5
27.3,0.38,8.5,0.25,9.1
25.6,0.41,8.4,0.26,9.1
26.6,0.31,8.1,0.2,8.2
27.9,0.18,8.3,0.12,8.3
27.6,0.38,8.5,0.25,8.8
27,0.48,8.3,0.31,9.8
20.1,1.5,8.1,0.96,9.8
25.8,1.5,8,0.96,4
25.6,0.27,8.42,0.17,8.8
27.7,0.33,8.6,0.21,8.5
25.4,1.5,7.43,0.96,4.3
28.2,0.37,8.07,0.24,8.6
26.2,0.21,8.1,0.14,8.4
25.7,0.31,8.6,0.2,8.6
26.4,0.41,8.3,0.26,8.4
28.2,0.28,8.4,0.18,8.1
27.6,0.23,8.6,0.15,8.4
27.8,0.23,8.2,0.15,8.6
26.1,0.32,8.42,0.21,8.4
26.5,0.34,8.42,0.22,9.9
28,0.38,8.11,0.25,8.8
26.5,0.43,8.8,0.27,9.7
26.3,1.5,7.8,0.96,3.4
27.4,0.33,8.6,0.21,8.8
27.6,0.24,8.42,0.15,8.6
26.7,0.37,8.39,0.24,9.8
28,0.29,8.62,0.18,8.1
25.9,0.36,8.66,0.23,10.3
27.4,0.27,8.2,0.18,9.1
25.6,0.27,8.4,0.17,8.8
22.1,1.5,8.2,0.96,11.1
27,0.14,8.53,0.09,8.9
27.4,0.3,8.65,0.19,8.7
27.9,0.37,8.2,0.24,8.8
26.2,0.47,8.8,0.3,8.2
28,0.27,8.4,0.17,8.3
28.8,1.5,7.97,0.96,8.1
28.1,0.22,8.2,0.14,8.3
28.5,0.38,8.02,0.25,8.4
27.8,0.12,8.3,0.08,8.3
28.1,1.5,7.6,0.96,3.5
26.3,0.32,8.3,0.2,8.3
27.5,0.22,8.6,0.14,8.5
26.1,0.22,8.7,0.14,9.8
26.4,0.17,8.8,0.11,9.3
28,0.17,8.3,0.11,8.2
25.6,0.37,8.3,0.23,9.1
25.7,0.3,8.57,0.19,8.6
27.6,0.17,8.2,0.11,8.7
26.6,0.37,8.2,0.24,8.2
26.5,0.43,8.32,0.27,10.2
28.2,0.27,8.3,0.17,8.2
27.3,0.25,8.16,0.16,9.2
26.6,0.4,8.37,0.26,10
27.7,0.41,8.19,0.26,9.1
26.8,0.43,8.22,0.27,8.1
28.4,0.43,8.22,0.27,8.4
27.1,0.33,8.73,0.21,9
27.4,0.31,8.3,0.2,9.1
26,0.46,8.5,0.3,10.6
29.2,1.5,7.6,0.96,2.7
28.4,0.36,8.3,0.23,8.2
28.4,0.41,8.3,0.26,8.3
27.8,0.21,8.1,0.14,8.7
27.8,0.29,8.66,0.19,8.3
26.2,0.34,8.54,0.22,8.2
11.8,0.37,8.2,0.24,10.7
27.2,0.16,8.2,0.1,9.1
27.4,0.46,8.4,0.3,9.3
27.8,0.41,8.1,0.26,9.1
25.2,0.32,8.5,0.21,9.2
28.4,0.32,8.22,0.2,8.2
30.2,1.5,7.9,0.96,1.9
30.5,1.5,7.8,0.96,5
26.5,0.42,8.4,0.27,8.2
28.2,0.31,8.3,0.2,8.3
25.9,0.27,8.1,0.17,8.8
26.3,0.45,8.25,0.29,8.6
7.1,0.26,8.4,0.17,9.9
28.2,0.4,8.4,0.26,8.4
28.3,0.3,8.3,0.19,8.2
26.5,0.15,8.1,0.1,9.9
28,0.41,8.2,0.26,8.8
11.2,0.44,8.4,0.28,10.6
27.3,0.31,9,0.2,8.5
26.1,0.24,8.33,0.15,8.3
28.1,0.25,8.48,0.16,8.1
26.2,0.22,8.2,0.14,8.3
31,1.5,7.8,0.96,0.4
26,0.37,8.2,0.24,8.8
25.8,0.07,8.4,0.05,8.2
26.1,0.29,8.87,0.18,9.8
31.6,1.5,7.78,0.96,4
26,0.27,8.08,0.17,8.7
25.2,0.43,8.4,0.27,9.5
27.7,0.24,8.77,0.15,8.2
27.4,0.23,8.66,0.15,8.6
26.3,0.38,8.1,0.24,8.6
32.2,1.5,7.8,0.96,0.6
28.3,0.28,8.16,0.18,8.3
28.1,0.47,8.01,0.3,6.3
26.8,0.35,8.5,0.22,9.6
27,0.27,8.15,0.17,9.6
27.1,0.37,8.44,0.23,9.4
26.4,0.28,8.1,0.18,8.3
27.8,0.45,8.2,0.29,5.8
26.2,0.44,8.29,0.28,10.6
28.3,0.47,8.65,0.3,8.2
26.1,0.24,8.8,0.15,9.8
28.3,0.19,8.2,0.12,8.1
26,0.23,8.2,0.15,8.5
28,0.41,8.03,0.26,9
25.2,1.51,8.2,0.97,7
28,0.23,8.18,0.15,8.5
26.6,0.42,8.38,0.27,8.1
25.3,0.18,8.1,0.11,9.2
30.9,1.5,8,0.96,13
27.7,0.24,8.6,0.15,8.4
27.9,0.34,8.6,0.22,8.4
28,0.24,8.4,0.15,8.3
26.3,0.38,8.5,0.24,8.2
17.4,1.51,8.31,0.97,9
27.6,0.29,8.1,0.18,9.1
28.4,0.34,8.3,0.22,8.2
26,0.18,8.4,0.12,8.2
25.3,0.27,8.68,0.17,8.8
25.7,0.38,8.4,0.24,8.9
25.2,0.23,8.8,0.15,8.7
25.8,0.48,8.2,0.31,9.2
20.9,1.51,2.6,0.97,8.5
25.9,0.33,8.5,0.21,8.5
28.5,0.38,8.4,0.24,8.1
28.4,0.46,8.36,0.3,8.4
28.4,0.25,8.24,0.16,8.1
26.6,0.24,8.01,0.15,8.1
26.2,0.23,8.2,0.15,8.3
26.2,0.33,8.1,0.21,8.6
26.6,0.28,8.7,0.18,9.5
25.2,0.38,8.2,0.25,9.6
26.1,0.13,8.2,0.09,8.2
27.3,0.25,8.64,0.16,8.8
26.6,1.51,7.53,0.97,4.8
24,1.51,8.4,0.97,11
26.6,1.51,7.8,0.97,0.2
28.6,0.48,8.4,0.31,8.2
28.9,0.48,8.1,0.31,8.2
26.2,0.13,8.6,0.08,9.7
26.2,0.34,8.32,0.22,8.4
26.4,0.34,8.2,0.21,8.3
28,0.33,8.6,0.21,8.3
26.2,0.44,8.2,0.28,8.7
28.1,1.51,7.9,0.97,6
27.7,1.51,7.8,0.97,3.9
27.2,0.28,8.92,0.18,8.7
28.1,1.51,7.64,0.97,4.3
25.8,0.44,8.2,0.28,9.1
26.6,0.49,8.2,0.31,8.4
26.3,0.22,8.26,0.14,8.1
26.7,0.46,8.34,0.29,8.1
11.5,0.43,8.28,0.28,10.8
27.8,0.42,8.1,0.27,9.2
28.2,0.37,8.3,0.24,8.5
27.8,0.24,8.24,0.16,8.7
28.4,1.51,7.37,0.97,4.9
27.5,0.22,8.5,0.14,8.7
28.2,0.4,8.45,0.25,8.4
28.4,0.37,8.2,0.24,8.4
27.8,0.22,8.4,0.14,8.5
27.6,0.17,8.2,0.11,8.8
27.6,0.17,8.6,0.11,8.4
25.5,0.22,8.8,0.14,10.4
27.8,0.42,8.3,0.27,9
25.4,0.38,8.28,0.24,9.3
21.2,1.51,8.4,0.97,13.4
28.3,0.47,8.3,0.3,8.6
26.8,0.39,8.1,0.25,8.1
28.4,0.27,8.3,0.17,8.1
29.9,1.51,7.5,0.97,3.2
27.6,0.11,8.3,0.07,8.6
26.1,0.41,8.8,0.26,10.2
26.9,0.42,8.5,0.27,9.7
26,0.4,8.53,0.26,8.5
28.8,0.48,8.12,0.3,8.3
26.2,0.44,8.7,0.28,8.2
25.4,0.26,8.9,0.17,10.5
25.7,0.22,6.8,0.14,0.1
28.3,0.36,8.5,0.23,8.2
28.4,0.26,8.3,0.17,8.1
26.2,0.31,8.6,0.2,10.1
31.3,1.51,7.9,0.97,5.1
27.6,0.41,8.3,0.26,9.2
10.9,0.26,8.1,0.16,10.6
28.1,0.21,8.3,0.13,8.3
27.7,0.3,8.08,0.19,9.1
28.4,0.36,8.3,0.23,8.3
25.1,0.1,6.9,0.06,8.3
27.9,0.31,8.1,0.2,8.9
25.6,0.32,8.45,0.2,8.8
27.3,0.33,8.45,0.21,9.2
28.2,0.25,8.48,0.16,8.1
28.4,0.41,8.3,0.26,8.4
32.8,1.51,8,0.97,6
25.1,0.44,8.4,0.28,9.6
28.4,0.25,8.3,0.16,8.1
28,0.35,8.5,0.23,8.5
27.4,0.49,8.58,0.32,9.3
26.1,0.27,8.16,0.17,8.5
27.1,0.29,8.47,0.18,9.3
26.9,0.29,8.5,0.18,3.4
28.1,0.25,8.5,0.16,8.2
25.5,0.24,8.3,0.16,8.9
28.7,0.45,8.3,0.29,8.2
25.4,0.15,8.5,0.1,10.7
26.2,0.39,8.2,0.25,8.6
28,0.35,8.2,0.22,8.8
27.6,0.35,8.5,0.22,8.9
28.3,0.43,8.27,0.28,8.6
33.8,1.51,7.7,0.97,3.5
28.6,0.4,8.3,0.25,8.2
26.4,0.3,8.2,0.19,8.2
28.3,0.35,8.1,0.22,8.6
27.8,0.49,8.69,0.31,8.8
26,0.25,8.2,0.16,8.5
27.7,0.39,8.6,0.25,8.8
28.2,0.35,8.4,0.22,8.4
27.5,0.34,8.3,0.22,5.2
25.9,0.4,8.3,0.25,8.8
25.5,0.25,8.6,0.16,8.6
25.4,0.3,8.7,0.19,10.8
26.3,0.45,8.4,0.29,8.4
28.3,0.29,8.29,0.19,8.3
24.4,1.52,2.6,0.97,8.2
27.9,0.14,8.2,0.09,8.5
26.7,0.4,8.2,0.25,8.1
28.5,0.25,8.2,0.16,8.1
23.1,1.52,8.1,0.97,1.1
25.3,1.52,7.4,0.97,3
25.4,1.52,7.87,0.97,6.2
25.5,0.39,8.18,0.25,9.3
25.3,0.35,8.6,0.22,9
27.3,0.29,4.3,0.18,8.2
25.4,0.25,8.2,0.16,9.1
26.1,1.52,7.58,0.97,3.8
28,0.44,8.4,0.28,8.8
27.1,0.43,8.48,0.28,9.6
26.6,0.44,8.28,0.28,8.2
26.6,0.45,8.41,0.29,8.1
26.4,0.24,8.7,0.15,9.7
27.7,0.28,8.38,0.18,8.8
26.7,0.19,8.4,0.12,9.6
25.5,0.5,8.5,0.32,9.2
25.3,0.1,8.5,0.06,8.6
27.9,0.44,8.3,0.28,9
28.5,0.44,8.2,0.28,8.5
26.7,1.52,8,0.97,4.3
25.4,0.27,8.54,0.17,8.8
28.2,0.19,8.2,0.12,8.3
27.1,1.52,7.4,0.97,3
27.2,1.52,7.6,0.97,1
8.3,0.24,8.1,0.15,10.4
27.4,1.52,7.7,0.97,3.1
25.5,0.28,8.37,0.18,8.9
27.6,0.21,8.55,0.14,8.6
28,0.24,8.61,0.15,8.2
27.8,0.34,8.2,0.21,9
25.1,0.15,8.6,0.1,8.8
27.6,0.23,8.6,0.15,8.6
27.8,0.32,8.16,0.2,9
25.6,0.35,8.5,0.22,8.8
27.8,0.28,8.6,0.18,8.5
26.2,0.2,8.1,0.13,8.3
28,0.13,8.1,0.09,8.5
27.8,0.33,8.4,0.21,8.8
25.9,0.45,8.5,0.29,8.7
26.8,0.36,8.02,0.23,8.1
29,1.52,7.52,0.97,6.1
25.6,0.3,8.6,0.19,8.6
25.3,0.24,9.12,0.16,10.4
25.5,0.24,8.38,0.15,8.8
25.3,0.2,8.5,0.13,8.8
28.5,1.52,7.72,0.97,3.6
26,0.25,8.3,0.16,8.4
28.3,0.37,8.28,0.24,8.5
28.3,0.33,8.5,0.21,8.2
26.9,0.38,8.4,0.24,9.8
27.7,0.28,8.8,0.18,8.4
28.9,0.43,8.2,0.27,8.1
26.8,0.43,8.5,0.27,9.9
28.1,0.43,8.3,0.28,8.8
26.8,0.25,8.54,0.16,9.5
28,0.28,8.6,0.18,8.3
30.4,1.52,7.6,0.97,0.2
28,0.38,8.6,0.24,8.5
28.4,0.43,8.4,0.27,8.4
28.3,0.48,8.5,0.3,8.5
25.5,0.4,8.3,0.26,9.2
26.3,0.3,8.3,0.19,8.2
27.9,0.18,8.2,0.11,8.6
28.4,0.36,8.47,0.23,8.2
26.1,0.25,8.94,0.16,9.8
26.1,0.45,8.2,0.29,8.8
25.5,0.17,8.8,0.11,10.4
28.4,0.27,8.2,0.18,8.3
27.1,0.42,8.2,0.27,9.9
30.6,1.52,7.8,0.97,0.6
26.3,0.3,6.8,0.19,2.4
32.3,1.52,7.8,0.97,1.2
28.1,0.49,8.2,0.31,6.3
27.5,0.38,8.11,0.24,9.5
28.6,0.41,8.48,0.26,8.1
28.2,0.47,8.3,0.3,8.8
27.5,0.37,8.2,0.24,9.4
27.6,0.22,8.4,0.14,8.8
26.6,0.46,8.4,0.29,8.1
26.1,0.21,8.2,0.13,8.3
26,0.39,8.56,0.25,8.4
33.2,1.52,7.5,0.97,5.7
27.8,0.38,8.52,0.24,8.8
25.4,0.24,8.46,0.15,8.8
26.5,0.14,8.64,0.09,9.5
28.4,0.27,8.4,0.17,8.1
28,0.22,8.2,0.14,8.6
26.5,0.17,8.6,0.11,9.6
28.1,0.42,8.3,0.27,8.8
27.4,0.43,8.42,0.27,9.4
28.4,0.26,8.2,0.17,8.3
25.2,0.46,8.6,0.29,9.3
22.4,1.53,8.2,0.98,9.1
26.5,0.36,8.4,0.23,10.2
26.4,0.21,8.1,0.13,8.1
26.6,0.41,8.2,0.26,8.2
26.3,0.22,8.23,0.14,8.1
28.4,0.27,8.32,0.18,8.2
26.1,0.4,8.48,0.25,8.4
26.6,0.31,8.1,0.2,8.1
26,1.53,7.1,0.98,5.8
23.3,1.53,2.6,0.98,8.2
28.1,0.46,8.3,0.29,8.9
25.9,0.31,8.3,0.2,8.6
27.3,0.21,8.3,0.13,9.2
25.6,1.53,7.8,0.98,1.2
24.8,1.53,8.1,0.98,1.2
27.5,0.16,8.6,0.1,8.6
26.2,0.24,8.16,0.15,8.3
27,0.35,8.47,0.22,9.6
26.7,0.21,8.8,0.13,9.3
26.3,1.53,7.5,0.98,3.1
26.7,1.53,7.4,0.98,6.4
21.5,1.53,8.9,0.98,0.8
26.2,0.41,8.3,0.26,8.5
28.8,0.46,8.4,0.29,8.1
25.7,1.53,7.94,0.98,0.1
28.1,0.32,8.22,0.2,8.7
26.7,0.34,8.77,0.22,9.6
28,0.42,8.16,0.27,6.1
26.8,1.53,7.84,0.98,5
27.2,0.36,8.2,0.23,9.7
26.8,0.46,8.2,0.29,8.1
28.4,0.3,8.4,0.19,8.2
26.3,0.26,8.2,0.17,8.2
26,0.26,8.4,0.17,8.3
26,0.21,8.09,0.13,8.5
28.6,0.43,8.24,0.27,8.4
25.5,1.53,7.97,0.98,11.3
28.4,0.3,8.4,0.19,8.2
25.5,0.36,8.2,0.23,9.2
26.3,0.36,8.3,0.23,8.3
25.2,0.26,8.4,0.17,9.1
25.5,0.22,8.52,0.14,8.6
28.1,0.49,8.02,0.31,4.9
26.1,0.21,8.3,0.14,8.2
27.7,0.3,8.7,0.19,8.6
26.5,0.36,8.3,0.23,8.1
25.3,0.41,8.5,0.26,9.2
29,1.53,7.7,0.98,0.4
26,0.31,8.5,0.2,8.3
27.3,0.45,8.4,0.29,9.6
27.7,0.35,8.6,0.22,8.8
29.4,1.53,8,0.98,6.3
27.1,1.53,7.93,0.98,11.2
28.1,0.5,8.1,0.32,5.2
28.5,0.25,8.1,0.16,8.3
30.3,1.53,7.4,0.98,3.4
30.3,1.53,7.6,0.98,4.5
26,0.41,8.2,0.26,8.8
28.6,0.36,8.42,0.23,8.1
30.2,1.53,7.56,0.98,6.2
26.7,0.31,8.62,0.2,9.7
28.4,0.39,8.48,0.25,8.3
25.3,0.16,8.2,0.1,9
30.9,1.53,7.7,0.98,4.8
27.8,0.44,8.5,0.28,9
27.4,0.24,8.4,0.16,9.1
27.7,0.24,8.6,0.16,8.6
26.2,0.39,8.5,0.25,10.5
28.2,0.39,8.48,0.25,8.5
31.8,1.53,7.7,0.98,0.3
28.7,0.24,8.1,0.15,8.1
26.4,0.37,8.2,0.23,8.3
25.7,0.48,8.22,0.3,9.2
27.2,0.29,8.2,0.18,9.6
28,0.34,8.6,0.22,8.5
26.9,0.21,8.85,0.14,9.1
27.8,0.34,8.6,0.22,8.7
28,0.14,8.2,0.09,8.5
26,0.22,8.4,0.14,8.2
25.8,0.36,8.28,0.23,8.8
27.9,0.4,8.32,0.26,9
28.6,0.29,8.1,0.18,8.3
28.4,0.49,8.4,0.31,8.6
27.8,0.24,8.7,0.15,8.4
24.4,1.54,8.01,0.99,8.4
26.6,0.21,6.8,0.14,5
26.5,0.32,8.38,0.21,10.2
23,1.54,8.11,0.99,5.8
26,1.54,7.3,0.99,8.4
28.5,0.18,8.1,0.12,8.2
28.9,0.48,8.4,0.31,8.1
18.2,1.54,2.6,0.99,8.9
25.7,0.17,8.4,0.11,8.4
28.7,0.33,8.2,0.21,8.2
26.1,0.17,8.2,0.11,8.2
27.7,0.28,8.4,0.18,8.9
29.1,0.48,8.2,0.31,8.1
25.7,0.28,8.6,0.18,10.7
25.2,1.54,7.6,0.99,0.3
27.8,0.23,8.3,0.15,8.8
26.5,0.47,8.3,0.3,8.3
25.8,0.27,8.4,0.17,8.5
25.8,0.32,8.5,0.2,8.5
27.4,0.35,8.54,0.22,9.2
29.1,0.45,8.14,0.29,8.1
25.6,1.54,2.58,0.99,7.9
26.2,1.54,7.6,0.99,4.3
27.5,0.33,8.5,0.21,9.1
28.2,0.48,8.6,0.31,8.6
26.5,0.47,8.3,0.3,8.3
26.4,0.27,8.1,0.17,8.2
26.7,0.37,8.1,0.24,8.1
26.4,1.54,7.8,0.99,3.2
25.7,0.23,8.23,0.15,8.7
27.8,0.22,8.38,0.14,8.7
26.6,0.3,8.07,0.19,8.1
26.4,0.42,8.4,0.27,8.2
28,1.54,7.6,0.99,6.4
27.7,0.22,8.78,0.14,8.4
27.9,0.27,8.38,0.17,8.7
28.8,1.54,7.4,0.99,4.4
27.1,0.27,8.9,0.18,9
28.7,0.42,8.5,0.27,8.1
28.2,0.17,8.2,0.11,8.4
26.1,0.32,8.4,0.21,8.3
27.6,0.12,8.3,0.08,8.8
28.3,0.32,8.4,0.21,8.4
26.2,0.27,8.4,0.17,8.1
28.4,0.4,8.46,0.26,8.4
29.7,1.54,7.35,0.99,5.5
28.7,0.27,8.2,0.17,8.1
26.2,0.37,8.1,0.24,8.6
26.1,0.27,8.2,0.17,8.4
25.9,0.12,8.1,0.08,8.4
27.7,0.22,8.5,0.14,8.7
27.8,0.27,8.6,0.17,8.6
25.7,0.3,8.76,0.19,10.6
26.3,0.22,8.2,0.14,8.1
28.2,0.42,8.5,0.27,8.6
26.6,0.32,8.1,0.21,8.1
27.3,0.42,8.6,0.27,9.4
25.2,0.32,8.6,0.21,9
30.7,1.54,7.8,0.99,2.1
26,0.22,8.4,0.14,8.2
28.3,0.47,8.2,0.3,8.9
26.8,0.17,8.8,0.11,9.2
28.5,0.37,8.5,0.23,8.2
27.6,0.14,8.04,0.09,9.1
11.9,0.22,8.1,0.14,10.8
27.1,0.17,8.6,0.11,9.1
28.1,0.27,8.6,0.17,8.3
26.2,0.42,8.3,0.27,8.5
