Temperature,EC,PH,DO,Score
29.8,429,7.2,8.1,12.98
29.8,466,8.2,7.5,12.92
29.8,467,8.2,7.7,12.92
29.8,407,7.9,8.1,12.88
29.8,513,8.6,8.7,12.85
29.8,966,8.01,4.6,12.84
29.8,445,8.2,7.5,12.82
29.8,443,8.2,7,12.81
29.8,462,8.24,7.5,12.81
29.8,480,8.3,7.9,12.75
29.8,429,8.2,7.5,12.75
29.8,410,8.17,7.3,12.73
29.8,462,8.28,7.3,12.72
29.8,370,8.1,7.4,12.71
29.8,370,8.1,6.7,12.71
29.8,366,8.1,7.7,12.69
29.8,464,8.3,6.8,12.68
29.8,459,8.3,6.8,12.66
29.8,378,8.14,7.3,12.65
29.8,400,8.2,7.5,12.62
29.8,490,7.7,8.4,12.57
29.8,405,8.23,7.9,12.57
29.8,295,7.9,8.1,12.37
29.8,389,8,8.3,12.34
29.8,389,8.3,7.6,12.34
29.8,387,8.3,7.3,12.33
29.8,378,8.3,7.9,12.29
29.8,325,7.88,8.2,12.28
29.8,297,8.2,7.8,12.16
29.8,448,7.52,8.5,12.16
29.8,248,8.12,8,12.12
29.8,436,7.8,8.5,12.11
29.8,752,8.6,6.2,12.07
29.8,221,7.4,8.1,12.04
29.8,315,8.31,7.8,12
29.8,303,8,8.3,11.96
29.8,613,8.1,9.6,11.95
29.8,303,8.4,7.6,11.75
29.8,623,8.5,4.2,11.62
29.8,261,8.4,8,11.57
29.8,361,7.76,8.6,11.57
29.8,143,7.5,8.3,11.28
29.8,173,8.4,7.2,11.2
29.8,464,7.95,9,11.16
29.8,104,7.8,8.3,11.12
29.8,458,7.82,6.4,11.11
29.8,471,7.88,6.2,11.1
29.8,492,7.68,5.7,11.03
29.8,455,7.6,6.1,11
29.8,426,7.7,5.8,10.79
29.8,405,7.9,6,10.77
29.8,398,7.7,6.1,10.77
29.8,396,7.5,6.1,10.76
29.8,429,7.5,5.6,10.74
29.8,881,8.7,9.6,10.7
29.8,372,7.51,6.1,10.67
29.8,468,7.7,4.8,10.65
29.8,353,7.4,6.3,10.65
29.8,455,7.6,4.8,10.6
29.8,340,7.4,6.2,10.57
29.8,358,7.3,5.9,10.55
29.8,466,7.81,4.4,10.52
29.8,448,7.3,4.6,10.51
29.8,487,7.81,4.1,10.51
29.8,477,7.65,4.2,10.5
29.8,407,7.84,4.8,10.41
29.8,427,7.6,4.5,10.4
29.8,313,7.96,6,10.4
29.8,410,7.75,4.5,10.33
29.8,266,7.5,6.2,10.28
29.8,325,7.7,5.3,10.24
29.8,233,7.5,6.4,10.21
29.8,245,7.5,6.2,10.2
29.8,416,7.6,3.9,10.18
29.8,377,7.6,4.4,10.17
29.8,220,7.75,6.4,10.16
29.8,419,7.6,3.7,10.13
29.8,239,7.4,5.8,10.06
29.8,186,6.9,7.7,10.03
29.8,219,7.22,5.8,9.98
29.8,103,7.9,8.9,9.94
29.8,376,3.82,7.2,9.92
29.8,168,7.4,6.2,9.91
29.8,342,4.2,6.6,9.9
29.8,478,7.8,2,9.86
29.8,271,7.1,4.7,9.86
29.8,252,7.2,4.9,9.85
29.8,242,7.68,4.9,9.81
29.8,302,7.9,9.4,9.75
29.8,270,4.3,7.8,9.66
29.8,377,7.05,2.6,9.65
29.8,472,7.8,9.8,9.64
29.8,290,7.22,3.5,9.59
29.8,304,7.4,3.2,9.56
29.8,459,7.4,0.9,9.48
29.8,261,7.5,3.5,9.48
29.8,202,7.1,4.1,9.44
29.8,537,8.17,10.8,9.43
29.8,338,7.2,2.2,9.4
29.8,221,7.31,3.7,9.39
29.8,209,7,3.8,9.38
29.8,239,7.1,3.3,9.35
29.8,441,7.16,0.5,9.3
29.8,262,7.3,2.5,9.21
29.8,224,7.4,3,9.21
29.8,437,7.24,0.2,9.21
29.8,655,8.4,10.7,9.2
29.8,268,7.25,2,9.1
29.8,271,7.3,1.5,8.97
29.8,360,7.4,0.1,8.91
29.8,268,7.2,1,8.83
29.8,329,7.2,0.1,8.8
29.8,1560,7.8,7.6,8.42
29.8,1930,8,7.6,7.4
29.8,1990,7.7,7.4,7.35
29.8,2100,7.5,6.5,7.29
29.8,2130,7.5,7.2,7.28
29.8,11100,7.9,6.5,6.97
29.8,11400,7.8,6.6,6.96
29.8,12400,7.84,7.1,6.96
29.8,13800,7.44,6.6,6.96
29.8,33200,8,7.1,6.95
29.8,41100,8,6.6,6.95
29.8,28000,7.88,7,6.95
29.8,968,8.26,15,3.7
29.8,656,8.6,16.9,1.79
29.8,1270,8.8,16.8,1.72
29.8,1410,7.8,5.4,0.66
29.8,688,8.38,20.2,-0.15
29.8,1490,7.94,5.7,-8.64
29.8,1600,7.72,9.1,-9.76
29.8,1620,7.6,5.8,-9.85
29.8,1620,8.39,7.8,-9.85
29.8,1640,7.6,6.4,-9.92
29.8,1860,7.38,1.6,-10.32
29.8,1890,7.26,3.1,-10.35
29.8,2100,7.67,3.6,-10.47
29.8,2160,7.4,4.9,-10.49
29.8,2340,7,0.7,-10.54
29.8,2390,7.8,3.7,-10.56
29.8,2480,7.3,4.7,-10.57
29.8,2520,7.7,0.2,-10.58
29.8,2690,7.3,5.3,-10.6
29.8,2630,7.46,4.8,-10.6
29.8,2880,7.4,3.1,-10.62
29.8,2880,7.3,5.1,-10.62
29.8,3260,7.3,0.2,-10.65
29.8,3350,7.8,3.6,-10.66
29.8,3820,7.4,0.1,-10.68
29.8,3990,7.9,9.7,-10.68
29.8,4090,7.6,2.5,-10.69
29.8,4800,7.2,6.1,-10.7
29.8,4820,7.47,1.2,-10.7
29.8,4530,7.17,5.4,-10.7
29.8,5040,7.5,0.5,-10.71
29.8,5050,7.21,0.8,-10.71
29.8,6770,8.1,7.7,-10.73
29.8,8310,7.89,5.2,-10.73
29.8,6900,7.7,5.3,-10.73
29.8,6870,7.5,2.3,-10.73
29.8,7620,7.9,4.9,-10.73
29.8,7200,7.8,1.2,-10.73
29.8,6790,7.68,6.2,-10.73
29.8,6760,7.91,5.7,-10.73
29.8,11500,7.6,3.1,-10.74
29.8,8830,7.6,0.03,-10.74
29.8,11300,7.6,4.2,-10.74
29.8,9120,7.56,3.9,-10.74
29.8,23200,7.8,5.6,-10.75
29.8,19600,7.6,1.7,-10.75
29.8,19600,7.9,6,-10.75
29.8,14900,7.9,2.6,-10.75
29.8,16700,7.6,0.2,-10.75
29.8,15700,8,6.4,-10.75
29.8,19000,7.5,0.4,-10.75
29.8,22900,8,6.1,-10.75
29.8,23100,7.9,8.4,-10.75
29.8,17200,7.8,5.6,-10.75
29.8,13000,7.4,1,-10.75
29.8,19200,7.72,4.6,-10.75
29.8,19900,7.78,3.8,-10.75
29.8,15000,7.33,2.4,-10.75
29.8,23300,8,1.9,-10.75
29.8,18000,7.66,4.5,-10.75
29.8,15100,7.83,3.7,-10.75
29.8,14300,7.97,5.3,-10.75
29.8,40400,7.6,3.7,-10.76
29.8,28300,7.4,3.2,-10.76
29.8,28300,7.5,1.3,-10.76
29.8,38900,7.9,4,-10.76
29.8,37200,7.8,6,-10.76
29.8,30100,7.6,0.4,-10.76
29.8,41000,8,5.4,-10.76
29.8,30000,7.5,4.2,-10.76
29.8,40000,7.88,4.8,-10.76
29.8,33400,8,6.2,-10.76
29.8,24300,7.69,3.3,-10.76
29.8,35600,7.84,5.5,-10.76
29.8,31600,7.72,5.2,-10.76
29.8,448,8.2,8.2,-10.99
29.8,418,8.26,8.1,-11.03
29.8,422,8.3,8.1,-11.09
29.8,339,8.1,8.2,-11.21
29.8,378,8.4,8.1,-11.44
29.8,397,8.19,8.4,-11.54
29.8,436,8.3,8.4,-11.6
29.8,474,8.32,8.5,-11.68
29.8,363,8.1,8.5,-11.69
29.8,355,8.51,8.1,-11.73
29.8,446,8.6,8.2,-11.75
29.8,345,8.2,8.4,-11.75
29.8,489,8.4,8.5,-11.78
29.8,434,8.32,8.5,-11.83
29.8,406,8.48,8.3,-11.86
29.8,364,8.2,8.5,-11.87
29.8,305,8.5,8.1,-11.9
29.8,456,8.2,8.7,-11.9
29.8,445,8.58,8.3,-11.9
29.8,401,8.1,8.7,-11.92
29.8,414,8.1,8.8,-12.05
29.8,356,8.5,8.3,-12.08
29.8,338,8.49,8.3,-12.13
29.8,485,8.2,8.9,-12.16
29.8,375,8.6,8.3,-12.19
29.8,359,8.6,8.3,-12.25
29.8,248,8.4,8.3,-12.29
29.8,395,8.3,8.7,-12.3
29.8,191,8.22,8.4,-12.35
29.8,212,8.4,8.3,-12.42
29.8,398,8.6,8.5,-12.47
29.8,446,8.4,8.8,-12.48
29.8,220,8.4,8.4,-12.57
29.8,495,8.6,8.8,-12.66
29.8,382,8.5,8.7,-12.7
29.8,427,8.5,8.8,-12.72
29.8,374,8.4,8.8,-12.73
29.8,262,8.89,8.1,-12.75
29.8,297,8.2,8.9,-12.82
29.8,466,8.37,9.1,-12.88
29.8,346,8.74,8.5,-12.9
29.8,166,8.1,8.8,-12.93
29.8,315,8.01,5,-13
29.8,231,8.4,8.8,-13.22
29.8,283,8.36,9,-13.31
29.8,283,8.59,8.8,-13.36
29.8,309,8.5,9,-13.46
29.8,240,8.6,8.8,-13.52
29.8,316,9.2,8.4,-13.6
29.8,204,8.4,9,-13.64
29.8,277,8.5,9.1,-13.73
29.8,305,8.2,3.1,-13.84
29.8,235,8.7,8.9,-13.86
29.8,251,8.5,9.2,-13.97
29.8,352,8.91,9,-13.98
29.8,374,8.3,9.7,-14.06
29.8,473,9.15,5.9,-14.13
29.8,423,6.7,5.2,-14.28
29.8,229,8.9,9,-14.35
29.8,416,8.5,9.8,-14.39
29.8,161,8.5,9.6,-14.85
29.8,355,8.6,9.9,-14.87
29.8,381,8.8,9.8,-14.94
29.8,371,8.8,9.8,-14.97
29.8,386,8.4,10.4,-15.21
29.8,338,8.7,10,-15.21
29.8,328,8.2,10.7,-15.51
29.8,322,9,9.9,-15.53
29.8,368,8.5,10.6,-15.67
29.8,356,8.7,10.6,-15.97
29.8,277,9.08,10.1,-16.02
29.8,218,9.5,9.6,-16.07
29.8,214,8.9,10.4,-16.33
29.8,227,8.9,10.8,-16.78
29.8,2030,8.2,10.6,-31.33
29.8,12300,8.3,5.7,-31.59
29.8,9880,8.1,10.6,-31.59
29.8,13700,8.18,8.6,-31.59
29.8,22900,8.1,9.3,-31.6
29.8,39100,8.7,9.8,-31.6
29.8,49000,8.05,6.3,-31.6
29.9,548,7.9,6.5,53.86
29.9,550,7.9,7.8,53.86
29.9,1010,7.7,6.9,53.86
29.9,632,8,8,53.86
29.9,509,7.8,6.9,53.86
29.9,707,8,7,53.86
29.9,1060,7.6,6.7,53.86
29.9,1200,7.3,6.8,53.86
29.9,555,7.9,6.5,53.86
29.9,733,7.5,7.5,53.86
29.9,980,7.8,6.9,53.86
29.9,744,7.9,6.5,53.86
29.9,544,8,7.2,53.86
29.9,865,8,7.3,53.86
29.9,932,8,7,53.86
29.9,619,7.8,7.2,53.86
29.9,501,7.87,6.9,53.86
29.9,528,7.78,6.5,53.86
29.9,522,7.77,7.3,53.86
29.9,711,7.72,6.6,53.86
29.9,571,7.68,8,53.86
29.9,516,8.1,7.4,37.17
29.9,527,8.1,7.5,37.17
29.9,528,8.1,7.8,37.17
29.9,543,8.1,7.2,37.17
29.9,533,8.1,7.8,37.17
29.9,502,8.1,7.3,37.17
29.9,519,8.1,7.5,37.17
29.9,1060,8.12,7.6,37.11
29.9,702,8.12,7.9,37.11
29.9,615,8.2,7,36.85
29.9,527,8.2,7.7,36.85
29.9,556,8.2,7.7,36.85
29.9,528,8.2,7.1,36.85
29.9,512,8,8.2,36.85
29.9,934,8.2,7.7,36.85
29.9,509,8.2,7.6,36.85
29.9,574,8.2,7.6,36.85
29.9,521,8.24,7.4,36.73
29.9,502,8.3,7.6,36.54
29.9,787,8.4,6.8,36.23
29.9,509,8.4,7.5,36.23
29.9,533,8.41,7.4,36.2
29.9,565,8,8.6,35.63
29.9,533,8.6,7.1,35.63
29.9,858,7.8,8.8,35.04
29.9,627,7.9,8.8,35.04
29.9,498,7.7,7.5,34.46
29.9,497,7.57,7.1,34.46
29.9,1090,7.9,6.4,34.43
29.9,487,7.9,6.9,34.4
29.9,485,8,7.4,34.39
29.9,900,7.7,6.3,34.39
29.9,479,8,7.6,34.36
29.9,477,8,7.6,34.35
29.9,600,7.8,6.2,34.34
29.9,790,8,6.2,34.34
29.9,516,7.6,6.2,34.34
29.9,604,7.9,6.2,34.34
29.9,518,7.3,6.2,34.34
29.9,573,8,6.2,34.34
29.9,475,8,7,34.33
29.9,471,7.6,7.2,34.31
29.9,468,7.9,7.8,34.3
29.9,469,7.5,7.5,34.3
29.9,469,7.84,6.5,34.3
29.9,466,7.76,7.7,34.28
29.9,462,8,6.9,34.26
29.9,532,7.9,6,34.26
29.9,460,7.9,7.2,34.25
29.9,458,7.7,6.7,34.24
29.9,456,7.8,7.5,34.23
29.9,648,7.9,5.9,34.22
29.9,585,7.7,5.9,34.22
29.9,455,7.82,6.8,34.22
29.9,453,7.89,7.7,34.21
29.9,560,7.9,9.1,34.2
29.9,524,7.6,5.8,34.18
29.9,1390,7.2,5.8,34.18
29.9,440,7.5,7,34.14
29.9,751,7.8,5.7,34.13
29.9,578,7.6,5.7,34.13
29.9,792,7.75,5.7,34.13
29.9,820,8,5.6,34.09
29.9,568,7.3,5.6,34.09
29.9,430,7.8,6.6,34.09
29.9,525,7.85,5.6,34.09
29.9,822,7.8,5.5,34.05
29.9,794,7.5,5.5,34.05
29.9,666,7.54,5.5,34.05
29.9,419,7.8,7,34.03
29.9,418,7.5,7.7,34.02
29.9,625,7.6,5.4,34.01
29.9,551,7.58,5.4,34.01
29.9,409,8,7.4,33.97
29.9,688,7.7,5.3,33.97
29.9,634,7.2,5.3,33.97
29.9,728,7.86,5.3,33.97
29.9,404,7.96,7.1,33.95
29.9,863,7.8,5.2,33.92
29.9,573,7.4,5.2,33.92
29.9,700,7.8,5.2,33.92
29.9,396,7.9,6.7,33.9
29.9,394,7.9,6.7,33.89
29.9,1130,7.5,5,33.84
29.9,573,7.7,5,33.84
29.9,745,7.8,5,33.84
29.9,1360,7.93,5,33.84
29.9,379,8,7.3,33.81
29.9,867,7.7,4.9,33.8
29.9,643,7.6,4.9,33.8
29.9,773,7.5,4.9,33.8
29.9,530,7.74,4.9,33.8
29.9,375,7.8,6.8,33.79
29.9,375,7.67,6.7,33.79
29.9,689,7.66,4.8,33.76
29.9,626,7.72,4.8,33.76
29.9,515,7.5,4.7,33.72
29.9,740,7.6,4.7,33.72
29.9,632,7.4,4.7,33.72
29.9,610,7.9,4.7,33.72
29.9,361,7.56,6.5,33.72
29.9,1020,7.8,4.6,33.68
29.9,656,7.7,4.6,33.68
29.9,904,7.4,4.5,33.64
29.9,1010,7.9,4.4,33.6
29.9,548,7.38,4.4,33.6
29.9,332,7.9,6.6,33.56
29.9,332,7.9,6.8,33.56
29.9,322,7.8,7.5,33.51
29.9,845,7.9,4.2,33.51
29.9,1170,7.43,4.2,33.51
29.9,321,7.8,7.4,33.5
29.9,656,7.7,4.1,33.47
29.9,881,7.7,4.1,33.47
29.9,560,7.7,4,33.43
29.9,561,7.8,4,33.43
29.9,551,7.69,3.9,33.39
29.9,297,7.8,7,33.38
29.9,294,7.8,7.2,33.36
29.9,765,7.7,3.8,33.35
29.9,545,7.6,3.8,33.35
29.9,776,7.81,3.8,33.35
29.9,746,7.68,3.7,33.31
29.9,923,7.92,3.7,33.31
29.9,706,7.8,3.6,33.27
29.9,898,7.7,3.6,33.27
29.9,1000,7.8,3.6,33.27
29.9,506,7.5,3.6,33.27
29.9,274,7.57,6.7,33.26
29.9,941,8,3.4,33.19
29.9,825,8,3.3,33.16
29.9,950,7.75,3.3,33.16
29.9,671,7.68,3.3,33.16
29.9,504,7.44,3.1,33.08
29.9,682,7.8,3.1,33.08
29.9,598,7.5,3,33.04
29.9,894,7.2,3,33.04
29.9,622,7.24,2.9,33
29.9,222,7.3,7.7,32.99
29.9,194,7.64,6.5,32.85
29.9,993,7.68,2.5,32.84
29.9,760,7.7,2.4,32.8
29.9,514,7.6,2.1,32.69
29.9,591,7.5,2,32.65
29.9,793,7.5,2,32.65
29.9,767,7.7,2,32.65
29.9,562,7.3,2,32.65
29.9,1130,7.7,1.9,32.61
29.9,708,7.5,1.7,32.54
29.9,1290,7.5,1.5,32.46
29.9,810,7.4,1.5,32.46
29.9,593,7.64,1.5,32.46
29.9,600,7.5,1.4,32.42
29.9,899,7.7,1.3,32.39
29.9,524,7.3,1.2,32.35
29.9,768,7.6,1.1,32.31
29.9,692,7.6,1,32.27
29.9,622,7.3,1,32.27
29.9,858,7.7,0.6,32.13
29.9,932,7.6,0.6,32.13
29.9,924,7.6,0.3,32.02
29.9,912,7.6,0.3,32.02
29.9,1040,7.6,0.2,31.98
29.9,723,7.4,0.2,31.98
29.9,1240,7.3,0.2,31.98
29.9,645,7.22,0.2,31.98
29.9,1300,7.7,0.1,31.94
29.9,1110,7.6,0.1,31.94
29.9,638,7.6,10,31.91
29.9,669,7.81,10,31.91
29.9,1060,8.1,8.1,15.27
29.9,525,8.1,8.2,15.02
29.9,500,8.37,8.4,13.86
29.9,504,8.3,8.5,13.79
29.9,494,8.1,7.9,13.05
29.9,488,8,8.1,13.02
29.9,557,8.02,5.3,12.84
29.9,394,8.01,7,12.8
29.9,480,8.2,7.6,12.75
29.9,427,8.1,6.9,12.74
29.9,475,8.2,7.6,12.73
29.9,413,7.5,8.1,12.68
29.9,382,8.04,7.4,12.67
29.9,454,8.2,7.4,12.64
29.9,449,8.2,7.8,12.61
29.9,498,8.3,6.9,12.61
29.9,378,8.06,7.9,12.61
29.9,361,8.04,7.7,12.58
29.9,490,8.3,7.2,12.57
29.9,720,8.1,4.9,12.51
29.9,425,8.2,7.2,12.5
29.9,424,8.2,7.9,12.5
29.9,366,8.1,7,12.46
29.9,524,8.2,9.2,12.39
29.9,499,7.4,8.4,12.39
29.9,579,8.1,4.4,12.34
29.9,438,8.3,7,12.34
29.9,429,8.3,7.3,12.3
29.9,428,8.3,7.7,12.29
29.9,374,8.2,7.5,12.28
29.9,474,8.4,7.8,12.28
29.9,322,8.1,7.5,12.27
29.9,417,8.3,8,12.25
29.9,306,8.1,7.8,12.2
29.9,502,8.2,9.3,12.17
29.9,300,8.1,7.6,12.17
29.9,396,8.3,7.6,12.15
29.9,339,8.2,8,12.12
29.9,336,8.2,8,12.11
29.9,380,8.3,7.8,12.08
29.9,328,8.2,7.6,12.07
29.9,255,8.1,7.8,11.97
29.9,444,8.5,7.8,11.93
29.9,243,8.1,7.9,11.92
29.9,374,8.4,7.8,11.84
29.9,272,8.2,7.7,11.83
29.9,334,8.33,7.6,11.82
29.9,317,8.3,7.5,11.81
29.9,357,8.4,7.8,11.77
29.9,565,8.2,9.5,11.74
29.9,708,8.1,9.6,11.74
29.9,300,8.3,7.6,11.74
29.9,300,8.3,8,11.74
29.9,400,8.5,7.9,11.74
29.9,300,8.3,7.5,11.74
29.9,291,8.3,7.6,11.7
29.9,290,8.3,7.8,11.69
29.9,280,8.3,7.6,11.65
29.9,280,8.3,7.9,11.65
29.9,277,8.3,7.5,11.64
29.9,369,8.5,7.1,11.6
29.9,361,8.5,7.7,11.57
29.9,312,8.4,7.6,11.57
29.9,308,8.4,7.6,11.56
29.9,354,8.5,7.9,11.54
29.9,680,8.4,9.4,11.52
29.9,293,8.4,7.9,11.49
29.9,287,8.4,7.8,11.47
29.9,275,7.8,8.4,11.42
29.9,948,8.1,9.8,11.31
29.9,139,7.5,8.2,11.27
29.9,586,8.4,9.6,11.11
29.9,267,8.54,7.8,11.09
29.9,135,7.1,8.3,11.04
29.9,946,8.6,3.4,10.95
29.9,498,7.74,5.9,10.91
29.9,452,7.9,6.4,10.88
29.9,450,7.94,6.4,10.87
29.9,704,8.6,2.9,10.79
29.9,441,7.4,6.1,10.74
29.9,462,7.9,5.7,10.7
29.9,444,8,5.8,10.66
29.9,498,7.2,5.1,10.66
29.9,398,7.72,6.3,10.63
29.9,442,7.4,5.7,10.62
29.9,544,8.8,3.6,10.61
29.9,431,7.8,5.8,10.61
29.9,498,7.8,4.8,10.57
29.9,432,7.5,5.5,10.52
29.9,464,7.51,4.9,10.47
29.9,453,7.66,5,10.45
29.9,487,7.4,4.5,10.44
29.9,389,7.6,5.8,10.44
29.9,494,7.78,4.4,10.43
29.9,473,7.9,4.6,10.41
29.9,365,7.39,5.9,10.38
29.9,451,7.44,4.7,10.36
29.9,430,7.82,4.9,10.33
29.9,377,7.4,5.5,10.31
29.9,331,7.4,6,10.28
29.9,483,7.7,3.9,10.24
29.9,281,7.3,6.4,10.2
29.9,395,7.8,4.8,10.17
29.9,406,8,9.3,10.14
29.9,309,7.6,5.8,10.13
29.9,376,7.8,4.9,10.13
29.9,378,7.7,4.8,10.1
29.9,384,7.8,4.7,10.1
29.9,344,7.97,9.2,10.09
29.9,282,7.81,6,10.09
29.9,245,7.4,6.2,10.01
29.9,329,7.68,5,9.98
29.9,464,7.4,3.1,9.94
29.9,282,7.52,5.5,9.94
29.9,269,7.11,5.3,9.84
29.9,231,7.5,5.7,9.81
29.9,456,7.2,2.5,9.73
29.9,216,7.3,5.6,9.73
29.9,367,3.8,7.8,9.7
29.9,302,7.6,4.3,9.68
29.9,430,7.59,2.6,9.67
29.9,294,7.42,3.7,9.48
29.9,513,8.37,10.5,9.43
29.9,285,7.25,3.4,9.36
29.9,413,7.7,1.7,9.35
29.9,396,7.14,1.9,9.35
29.9,494,7.2,0.2,9.23
29.9,600,8.7,10.3,9.2
29.9,320,7.2,1.9,9.08
29.9,323,7.42,1.6,9.01
29.9,340,7.24,1.2,8.96
29.9,367,7.4,0.2,8.79
29.9,952,8.41,10.9,8.66
29.9,287,7.28,0.2,8.52
29.9,230,7.07,0.1,8.31
29.9,611,8.33,11.4,7.98
29.9,1700,7.68,7.8,7.75
29.9,1970,7.5,7.4,7.37
29.9,4170,7.82,7.7,7.03
29.9,11500,7.8,7,6.96
29.9,35300,7.9,6.7,6.95
29.9,350,8,12.4,5.27
29.9,1470,7.92,5.7,-8.1
29.9,1510,7.5,3.2,-9
29.9,2060,7.5,0.1,-10.45
29.9,2060,7.4,4.3,-10.45
29.9,2080,7.44,5.4,-10.46
29.9,2390,7.4,5.6,-10.56
29.9,2460,7.9,6.1,-10.57
29.9,2530,7.3,4.6,-10.58
29.9,2630,7.7,8.7,-10.6
29.9,2730,7.1,4.9,-10.61
29.9,2710,7.2,5.2,-10.61
29.9,3010,7.8,5.3,-10.64
29.9,3230,7.1,1.2,-10.65
29.9,3180,7.65,4.1,-10.65
29.9,3830,7.1,4.5,-10.68
29.9,3980,8.1,7.3,-10.68
29.9,4280,7.8,4.6,-10.69
29.9,4090,8.4,7.4,-10.69
29.9,4100,7.3,4.7,-10.69
29.9,5100,8.2,7.2,-10.71
29.9,470,8.1,8.1,-10.71
29.9,6680,7.8,3.3,-10.72
29.9,6480,7.9,5.1,-10.72
29.9,6380,7.9,0.04,-10.72
29.9,5780,7.23,5.4,-10.72
29.9,7470,7.5,0.5,-10.73
29.9,9560,7.8,1.3,-10.74
29.9,11800,7.5,0.6,-10.74
29.9,9990,7.8,1.5,-10.74
29.9,15500,7.8,9.8,-10.75
29.9,20600,7.4,0.4,-10.75
29.9,20500,7.7,4.7,-10.75
29.9,23400,8,5.6,-10.75
29.9,21000,7.3,2.6,-10.75
29.9,20000,7.3,3.2,-10.75
29.9,15800,7.5,1.2,-10.75
29.9,12600,7.6,0.5,-10.75
29.9,19600,8.06,6.6,-10.75
29.9,15500,8,9.8,-10.75
29.9,12900,8,6.2,-10.75
29.9,22100,7.72,4.8,-10.75
29.9,28900,7.8,5.4,-10.76
29.9,24500,7.8,0.3,-10.76
29.9,30900,8.2,7.7,-10.76
29.9,33300,7.8,5.6,-10.76
29.9,42100,7.92,5.4,-10.76
29.9,29900,7.62,1.8,-10.76
29.9,34300,7.96,5.3,-10.76
29.9,460,8.08,8.2,-10.9
29.9,470,8.3,8.1,-11.09
29.9,462,8.1,8.3,-11.12
29.9,458,8.1,8.3,-11.14
29.9,419,8.17,8.2,-11.23
29.9,447,8.03,8.4,-11.24
29.9,276,8.1,8.2,-11.64
29.9,475,8.52,8.2,-11.68
29.9,277,8.2,8.2,-11.82
29.9,426,8.2,8.5,-11.82
29.9,354,8.48,8.1,-11.87
29.9,297,8.4,8.1,-11.93
29.9,206,8.22,8.1,-11.93
29.9,438,8.52,8.3,-12
29.9,423,8.1,8.7,-12.02
29.9,346,8.5,8.2,-12.12
29.9,336,8.5,8.2,-12.15
29.9,409,8.58,8.3,-12.21
29.9,414,8.3,8.6,-12.23
29.9,438,8.01,9,-12.34
29.9,207,8.31,8.3,-12.45
29.9,410,8.1,9,-12.6
29.9,276,8.5,8.4,-12.72
29.9,373,8.6,8.5,-12.73
29.9,168,8.4,8.3,-12.75
29.9,311,8.1,8.9,-12.78
29.9,385,8.07,9.1,-12.81
29.9,317,8.72,8.4,-12.96
29.9,240,8.5,8.5,-13.02
29.9,224,8.9,8.2,-13.24
29.9,304,8.7,8.6,-13.31
29.9,196,8.4,8.7,-13.34
29.9,435,8.4,9.2,-13.37
29.9,325,8.2,9.3,-13.57
29.9,352,8.38,9.2,-13.62
29.9,249,8.4,5.8,-13.83
29.9,343,8.8,8.9,-13.84
29.9,308,8.27,9.4,-13.9
29.9,363,8.4,9.4,-13.93
29.9,373,8.2,9.7,-14.06
29.9,485,6.6,5.8,-14.12
29.9,328,8.5,9.5,-14.36
29.9,203,8.74,9.1,-14.49
29.9,275,6.9,6,-14.65
29.9,166,8.8,9.2,-14.84
29.9,355,8.7,10.1,-15.44
29.9,388,8.3,10.6,-15.48
29.9,352,8.8,10.1,-15.58
29.9,178,9,10.4,-16.66
29.9,2260,8.1,10.6,-31.41
29.9,3410,8.2,8.8,-31.52
29.9,14000,8.42,10.1,-31.59
29.9,39500,8.3,9.1,-31.6
29.9,35800,8.1,5.6,-31.6
30,758,8,7.8,53.47
30,551,7.5,7,53.47
30,849,7.6,6.6,53.47
30,580,7.9,6.6,53.47
30,502,7.8,7,53.47
30,649,7.6,7,53.47
30,788,7.9,6.6,53.47
30,602,7.7,7.3,53.47
30,1040,7.8,7.2,53.47
30,855,7.8,8,53.47
30,575,7.8,7.9,53.47
30,666,7.5,7.1,53.47
30,673,7.8,7.1,53.47
30,547,7.5,7.2,53.47
30,541,7.94,7.3,53.47
30,559,7.6,7.8,53.47
30,514,8,6.7,53.47
30,639,7.7,7.3,53.47
30,632,7.9,6.8,53.47
30,523,8,7.1,53.47
30,558,7.7,6.6,53.47
30,502,7.99,7.1,53.47
30,530,7.99,7.6,53.47
30,543,7.41,6.6,53.47
30,1040,7.78,6.7,53.47
30,515,8.02,6.7,37.11
30,663,8.06,7.2,36.98
30,680,8.06,6.6,36.98
30,611,8.08,7.7,36.92
30,545,8.1,7.5,36.85
30,1280,8.1,7.9,36.85
30,909,8.1,6.6,36.85
30,605,8.12,7.5,36.79
30,550,8.12,7.6,36.79
30,548,8.2,7,36.54
30,692,8,8.2,36.54
30,586,8.2,7.4,36.54
30,576,8.2,7.8,36.54
30,619,8.2,7.4,36.54
30,523,8.23,7.5,36.45
30,540,8.3,7.5,36.23
30,834,8.3,7.9,36.23
30,555,8.3,7.4,36.23
30,553,8.4,8,35.93
30,501,8.4,7.6,35.93
30,564,7.93,8.4,35.93
30,636,8.5,7.3,35.63
30,897,8,8.5,35.63
30,586,7.8,8.6,35.33
30,576,7.56,8.9,34.47
30,495,7.9,6.5,34.17
30,496,8,6.5,34.17
30,573,7.9,6.4,34.15
30,492,8,7.6,34.15
30,490,7.8,6.9,34.14
30,487,7.7,6.6,34.13
30,486,7.87,7,34.12
30,485,8,6.5,34.11
